analysis_index	analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	first_author	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
275	ukb-b-1553	ukb-b-1553	Leisure/social activities: Adult education class	Leisure/social activities: Adult education class			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1553.vcf.gz				233323620	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	461369	33398	427971	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
276	ukb-b-15531	ukb-b-15531	Other non-alcoholic drinks	Other non-alcoholic drinks			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15531.vcf.gz				169569343	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	64949	8460	56489	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
277	ukb-b-15541	ukb-b-15541	Diagnoses - secondary ICD10: E66.9 Obesity, unspecified	Diagnoses - secondary ICD10: E66.9 Obesity, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15541.vcf.gz				143386951	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	4688	458322	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
278	ukb-b-15555	ukb-b-15555	Unsalted peanuts intake	Unsalted peanuts intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15555.vcf.gz				261005989	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64949			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
279	ukb-b-15564	ukb-b-15564	Number of other bread types with  butter/margarine	Number of other bread types with  butter/margarine			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15564.vcf.gz				261783712	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64932			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
280	ukb-b-1557	ukb-b-1557	Diagnoses - main ICD10: M54.5 Low back pain	Diagnoses - main ICD10: M54.5 Low back pain			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1557.vcf.gz				107125856	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	2439	460571	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
281	ukb-b-15582	ukb-b-15582	Fractured bone site(s): Ankle	Fractured bone site(s): Ankle			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15582.vcf.gz				159264005	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	460340	6479	453861	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
282	ukb-b-15590	ukb-b-15590	Hip circumference	Hip circumference			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15590.vcf.gz				301882934	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	462117			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
283	ukb-b-15591	ukb-b-15591	Operative procedures - main OPCS: N17.1 Bilateral vasectomy	Operative procedures - main OPCS: N17.1 Bilateral vasectomy			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15591.vcf.gz				144246976	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	4770	458240	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
284	ukb-b-15592	ukb-b-15592	Operation code: varicose vein surgery	Operation code: varicose vein surgery			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15592.vcf.gz				207451803	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	18818	444115	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
285	ukb-b-15601	ukb-b-15601	Broccoli intake	Broccoli intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15601.vcf.gz				262002082	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64949			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
286	ukb-b-15606	ukb-b-15606	Diagnoses - main ICD10: J18.9 Pneumonia, unspecified	Diagnoses - main ICD10: J18.9 Pneumonia, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15606.vcf.gz				79045605	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1611	461399	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
287	ukb-b-15622	ukb-b-15622	Non-cancer illness code, self-reported: tuberculosis (tb)	Non-cancer illness code, self-reported: tuberculosis (tb)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15622.vcf.gz				102870580	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	2277	460656	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
288	ukb-b-15625	ukb-b-15625	Number of symbol digit matches made correctly	Number of symbol digit matches made correctly			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15625.vcf.gz				277851937	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	113106			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
289	ukb-b-15649	ukb-b-15649	Treatment/medication code: aspirin 75mg tablet	Treatment/medication code: aspirin 75mg tablet			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15649.vcf.gz				114532380	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	2752	460181	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
290	ukb-b-15654	ukb-b-15654	Operative procedures - main OPCS: M65.3 Endoscopic resection of prostate NEC	Operative procedures - main OPCS: M65.3 Endoscopic resection of prostate NEC			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15654.vcf.gz				84413219	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1734	461276	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
291	ukb-b-15661	ukb-b-15661	Operative procedures - secondary OPCS: Y71.3 Revisional operations NOC	Operative procedures - secondary OPCS: Y71.3 Revisional operations NOC			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15661.vcf.gz				90670316	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1896	461114	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
292	ukb-b-15666	ukb-b-15666	Treatment/medication code: amitriptyline	Treatment/medication code: amitriptyline			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15666.vcf.gz				173022641	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	8707	454226	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
293	ukb-b-1567	ukb-b-1567	Operative procedures - secondary OPCS: Z94.3 Left sided operation	Operative procedures - secondary OPCS: Z94.3 Left sided operation			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1567.vcf.gz				274146226	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	92569	370441	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
294	ukb-b-15671	ukb-b-15671	PCT where patients GP was registered: BRISTOL PCT	PCT where patients GP was registered: BRISTOL PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15671.vcf.gz				157758297	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	6263	456747	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
295	ukb-b-15685	ukb-b-15685	Type of cancer: ICD10: C44.5 Skin of trunk	Type of cancer: ICD10: C44.5 Skin of trunk			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15685.vcf.gz				111126609	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	2605	460405	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
296	ukb-b-15686	ukb-b-15686	Diagnoses - secondary ICD10: I20.9 Angina pectoris, unspecified	Diagnoses - secondary ICD10: I20.9 Angina pectoris, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15686.vcf.gz				179732682	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	10083	452927	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
297	ukb-b-15695	ukb-b-15695	Ever had prostate specific antigen (PSA) test	Ever had prostate specific antigen (PSA) test			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15695.vcf.gz				260498361	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	200410	62489	137921	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
298	ukb-b-15710	ukb-b-15710	Mashed potato intake	Mashed potato intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15710.vcf.gz				262085553	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64949			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
299	ukb-b-15718	ukb-b-15718	Operative procedures - main OPCS: S57.1 Debridement of skin NEC	Operative procedures - main OPCS: S57.1 Debridement of skin NEC			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15718.vcf.gz				45301921	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1067	461943	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
300	ukb-b-1572	ukb-b-1572	Difficulty not smoking for 1 day	Difficulty not smoking for 1 day			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1572.vcf.gz				230980322	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	33404			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
301	ukb-b-15730	ukb-b-15730	Heel bone mineral density (BMD) T-score, automated (left)	Heel bone mineral density (BMD) T-score, automated (left)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15730.vcf.gz				284241098	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	146226			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
302	ukb-b-15746	ukb-b-15746	Treatment/medication code: enalapril	Treatment/medication code: enalapril			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15746.vcf.gz				128553326	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	3525	459408	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
303	ukb-b-15748	ukb-b-15748	Diagnoses - secondary ICD10: Z95.5 Presence of coronary angioplasty implant and graft	Diagnoses - secondary ICD10: Z95.5 Presence of coronary angioplasty implant and graft			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15748.vcf.gz				131581515	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	3724	459286	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
304	ukb-b-15749	ukb-b-15749	Non-cancer illness code, self-reported: transient ischaemic attack (tia)	Non-cancer illness code, self-reported: transient ischaemic attack (tia)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15749.vcf.gz				82977387	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	1700	461233	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
305	ukb-b-15760	ukb-b-15760	PCT where patients GP was registered: DERBYSHIRE COUNTY PCT	PCT where patients GP was registered: DERBYSHIRE COUNTY PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15760.vcf.gz				149243171	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	5272	457738	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
306	ukb-b-15761	ukb-b-15761	Treatment/medication code: bricanyl 250mcg inhaler	Treatment/medication code: bricanyl 250mcg inhaler			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15761.vcf.gz				42822885	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	1035	461898	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
307	ukb-b-15766	ukb-b-15766	Operation code: sterilisation	Operation code: sterilisation			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15766.vcf.gz				209967129	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	19898	443035	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
308	ukb-b-15767	ukb-b-15767	Types of spreads/sauces consumed: Chutney/pickle	Types of spreads/sauces consumed: Chutney/pickle			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15767.vcf.gz				112593157	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	64949	2736	62213	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
309	ukb-b-15768	ukb-b-15768	Type of special diet followed: Low calorie	Type of special diet followed: Low calorie			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15768.vcf.gz				165861061	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	64949	7794	57155	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
310	ukb-b-15769	ukb-b-15769	Operative procedures - secondary OPCS: X29.8 Other specified continuous Infusion of therapeutic substance	Operative procedures - secondary OPCS: X29.8 Other specified continuous Infusion of therapeutic substance			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15769.vcf.gz				41277778	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1017	461993	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
311	ukb-b-15775	ukb-b-15775	Type of cancer: ICD10: C18.7 Sigmoid colon	Type of cancer: ICD10: C18.7 Sigmoid colon			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15775.vcf.gz				58435849	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1241	461769	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
312	ukb-b-15780	ukb-b-15780	Number of correct matches in round	Number of correct matches in round			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15780.vcf.gz				277606758	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	113150			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
313	ukb-b-15782	ukb-b-15782	logMAR, final (right)	logMAR, final (right)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15782.vcf.gz				275475869	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	101023			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
314	ukb-b-15784	ukb-b-15784	Main speciality of consultant (recoded): General medicine	Main speciality of consultant (recoded): General medicine			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15784.vcf.gz				270960241	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	461894	81135	380759	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
315	ukb-b-15787	ukb-b-15787	Transport type for commuting to job workplace: Cycle	Transport type for commuting to job workplace: Cycle			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15787.vcf.gz				207350987	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	245364	19179	226185	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
316	ukb-b-1579	ukb-b-1579	Types of spreads/sauces consumed: Jam/honey	Types of spreads/sauces consumed: Jam/honey			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1579.vcf.gz				186646631	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	64949	12297	52652	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
317	ukb-b-15790	ukb-b-15790	Diagnoses - secondary ICD10: D64.9 Anaemia, unspecified	Diagnoses - secondary ICD10: D64.9 Anaemia, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15790.vcf.gz				149125356	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	5264	457746	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
318	ukb-b-15797	ukb-b-15797	Operative procedures - main OPCS: K63.4 Coronary arteriography using two catheters	Operative procedures - main OPCS: K63.4 Coronary arteriography using two catheters			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15797.vcf.gz				145773805	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	4917	458093	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
319	ukb-b-15826	ukb-b-15826	Illnesses of siblings: Lung cancer	Illnesses of siblings: Lung cancer			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15826.vcf.gz				170472681	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	361586	8199	353387	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
320	ukb-b-15829	ukb-b-15829	Non-cancer illness code, self-reported: heart attack/myocardial infarction	Non-cancer illness code, self-reported: heart attack/myocardial infarction			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15829.vcf.gz				182123876	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	10616	452317	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
321	ukb-b-15832	ukb-b-15832	PCT where patients GP was registered: EASTERN BIRMINGHAM PCT	PCT where patients GP was registered: EASTERN BIRMINGHAM PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-15832.vcf.gz				54762012	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1188	461822	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
