analysis_index	analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_url	source_bundle_id	filtered_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	first_author	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build	tissue	context
155	GCST90199776	GCST90199776	Malonylcarnitine levels	Malonylcarnitine levels	malonylcarnitine measurement	EFO:0800232	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199776_GCST90199776.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199776/harmonised/GCST90199776.h.tsv.gz		GCST90199776_GCST90199776.filtered.tsv.gz	9bbd646711e0b9b823316bbc70dad72df68402810d0166b34508f2727a15f2a2	sha256	232763	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.961712612152381	estimated_from_source_maf	sd	total	analysis_level	5822	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
156	GCST90199777	GCST90199777	1-palmitoleoyl-GPC (16:1) levels	1-palmitoleoyl-GPC (16:1) levels	1-palmitoleoyl-GPC (16:1) measurement	EFO:0800231	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199777_GCST90199777.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199777/harmonised/GCST90199777.h.tsv.gz		GCST90199777_GCST90199777.filtered.tsv.gz	e6ec5c8cfc0861f58328eccb635cf884092daa0ac251b4ccc4c75958f0e05076	sha256	1319559	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.97552988609119	estimated_from_source_maf	sd	total	analysis_level	8227	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
157	GCST90199778	GCST90199778	N1-methyl-2-pyridone-5-carboxamide levels	N1-methyl-2-pyridone-5-carboxamide levels	n-methyl-2-pyridone-5-carboxamide measurement	EFO:0010994	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199778_GCST90199778.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199778/harmonised/GCST90199778.h.tsv.gz		GCST90199778_GCST90199778.filtered.tsv.gz	6f9eec34f48ff9136ebe812599f3c3a52878e3564d99a1ca2350422b0b327a3b	sha256	1142664	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.985278740641661	estimated_from_source_maf	sd	total	analysis_level	8177	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
158	GCST90199779	GCST90199779	Gamma-glutamyl-2-aminobutyrate levels	Gamma-glutamyl-2-aminobutyrate levels	gamma-glutamyl-2-aminobutyrate measurement	EFO:0800674	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199779_GCST90199779.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199779/harmonised/GCST90199779.h.tsv.gz		GCST90199779_GCST90199779.filtered.tsv.gz	239710eb4fa6017b4bcabb6ff3cf6cdf6c1229339e5591dd89ddd34e3a2ce435	sha256	1272468	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	1.00063646645585	estimated_from_source_maf	sd	total	analysis_level	7826	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
159	GCST90199780	GCST90199780	1-stearoyl-GPG (18:0) levels	1-stearoyl-GPG (18:0) levels	1-stearoyl-GPG (18:0) measurement	EFO:0800228	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199780_GCST90199780.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199780/harmonised/GCST90199780.h.tsv.gz		GCST90199780_GCST90199780.filtered.tsv.gz	5205ae5b3c2e1c61317c7ec297077daa0fc2557a3fc4099cc1f430a5c1381639	sha256	1067397	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.996833601588465	estimated_from_source_maf	sd	total	analysis_level	6806	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
160	GCST90199781	GCST90199781	Hexanoylglycine levels	Hexanoylglycine levels	hexanoylglycine measurement	EFO:0800233	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199781_GCST90199781.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199781/harmonised/GCST90199781.h.tsv.gz		GCST90199781_GCST90199781.filtered.tsv.gz	1cffdc610896e1cb04d7fd44689bf5c80e6b63dc63a76c9db8c98e11de34792f	sha256	1471161	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.983460308625117	estimated_from_source_maf	sd	total	analysis_level	6015	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
161	GCST90199782	GCST90199782	Glutamine degradant levels	Glutamine degradant levels	glutamine measurement	EFO:0009768	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199782_GCST90199782.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199782/harmonised/GCST90199782.h.tsv.gz		GCST90199782_GCST90199782.filtered.tsv.gz	b869e05c082aec2e4afcfbfbfe72c698ef5eb1f648c26e4d5c2f9501c468eb4c	sha256	1706686	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.830901486554462	estimated_from_source_maf	sd	total	analysis_level	8293	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
162	GCST90199783	GCST90199783	5-methyluridine (ribothymidine) levels	5-methyluridine (ribothymidine) levels	5-methyluridine (ribothymidine) measurement	EFO:0020013	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199783_GCST90199783.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199783/harmonised/GCST90199783.h.tsv.gz		GCST90199783_GCST90199783.filtered.tsv.gz	abd94b26f6c05779d6f0a1121af522abb3e5615effe0a6fd87d2d59bb3c23154	sha256	1130390	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.983901003248535	estimated_from_source_maf	sd	total	analysis_level	8168	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
163	GCST90199784	GCST90199784	Cysteine-glutathione disulfide levels	Cysteine-glutathione disulfide levels	cysteine-glutathione disulfide measurement	EFO:0021001	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199784_GCST90199784.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199784/harmonised/GCST90199784.h.tsv.gz		GCST90199784_GCST90199784.filtered.tsv.gz	21096efd853528d9b58fb016f61647db6050d77ccb4bd390cefc3762c2aec1f5	sha256	1824094	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.996312452465767	estimated_from_source_maf	sd	total	analysis_level	7812	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
164	GCST90199785	GCST90199785	Isovalerylglycine levels	Isovalerylglycine levels	isovalerylglycine measurement	EFO:0800025	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199785_GCST90199785.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199785/harmonised/GCST90199785.h.tsv.gz		GCST90199785_GCST90199785.filtered.tsv.gz	f92956251c63558d93db912df820a1e16ccf5ba535ad0233ae9a78ec77ce7821	sha256	824153	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	1.00120304834763	estimated_from_source_maf	sd	total	analysis_level	7100	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
165	GCST90199786	GCST90199786	2-hydroxy-3-methylvalerate levels	2-hydroxy-3-methylvalerate levels	2-hydroxy-3-methylvalerate measurement	EFO:0800027	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199786_GCST90199786.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199786/harmonised/GCST90199786.h.tsv.gz		GCST90199786_GCST90199786.filtered.tsv.gz	b689697bdb9f5744654bab526afd69a5bbf1c17ba89afd87dae09e2f42ea1c93	sha256	1258476	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.930668007094751	estimated_from_source_maf	sd	total	analysis_level	8246	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
166	GCST90199787	GCST90199787	Homostachydrine levels	Homostachydrine levels	homostachydrine measurement	EFO:0021164	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199787_GCST90199787.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199787/harmonised/GCST90199787.h.tsv.gz		GCST90199787_GCST90199787.filtered.tsv.gz	7d6e2b24246bcb06ca295d45af6c1245f12390c7a4fcd3658dab05dcd750a4d2	sha256	933370	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.967628360573214	estimated_from_source_maf	sd	total	analysis_level	8248	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
167	GCST90199788	GCST90199788	1-arachidonoyl-gpc (20:4n6) levels	1-arachidonoyl-gpc (20:4n6) levels	1-arachidonoyl-GPC (20:4n6) measurement	EFO:0800234	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199788_GCST90199788.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199788/harmonised/GCST90199788.h.tsv.gz		GCST90199788_GCST90199788.filtered.tsv.gz	a4dca64073616b765bf0f925a13fcf4ca56f11030a815e66b4843d1e1c7be9f9	sha256	1603619	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.988435223090693	estimated_from_source_maf	sd	total	analysis_level	8267	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
168	GCST90199789	GCST90199789	2-palmitoyl-GPC (16:0) levels	2-palmitoyl-GPC (16:0) levels	2-palmitoyl-GPC (16:0) measurement	EFO:0800241	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199789_GCST90199789.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199789/harmonised/GCST90199789.h.tsv.gz		GCST90199789_GCST90199789.filtered.tsv.gz	20f63cae3f15ba7509eaed585af9ec25e61cffebabe681e2b1ecfb4b87deacb3	sha256	524107	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.998099811791341	estimated_from_source_maf	sd	total	analysis_level	8249	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
169	GCST90199790	GCST90199790	2-palmitoleoyl-GPC (16:1) levels	2-palmitoleoyl-GPC (16:1) levels	2-palmitoleoyl-GPC (16:1) measurement	EFO:0800240	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199790_GCST90199790.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199790/harmonised/GCST90199790.h.tsv.gz		GCST90199790_GCST90199790.filtered.tsv.gz	8f15e9d78ef725f321f716c597c72b5fc5e317fad648b3edbe38622b7d9d601e	sha256	749424	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.980633510787753	estimated_from_source_maf	sd	total	analysis_level	6697	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
170	GCST90199791	GCST90199791	1-arachidonoyl-GPE (20:4n6) levels	1-arachidonoyl-GPE (20:4n6) levels	1-arachidonoyl-GPE (20:4n6) measurement	EFO:0800248	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199791_GCST90199791.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199791/harmonised/GCST90199791.h.tsv.gz		GCST90199791_GCST90199791.filtered.tsv.gz	31b373737530afbbf036460caaa684ad0aa10ba51d02e15892506dc2a6f02951	sha256	1256307	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.991939174177011	estimated_from_source_maf	sd	total	analysis_level	8270	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
171	GCST90199792	GCST90199792	1-palmitoyl-GPE (16:0) levels	1-palmitoyl-GPE (16:0) levels	1-palmitoyl-GPE (16:0) measurement	EFO:0800245	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199792_GCST90199792.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199792/harmonised/GCST90199792.h.tsv.gz		GCST90199792_GCST90199792.filtered.tsv.gz	559e4b9c86cf00e0cb03eedd6aba3d2b67fac28527da01a0095e51dc91236e01	sha256	1988177	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.982687504914339	estimated_from_source_maf	sd	total	analysis_level	8276	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
172	GCST90199793	GCST90199793	1-linoleoyl-GPE (18:2) levels	1-linoleoyl-GPE (18:2) levels	1-linoleoyl-GPE (18:2) measurement	EFO:0800247	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199793_GCST90199793.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199793/harmonised/GCST90199793.h.tsv.gz		GCST90199793_GCST90199793.filtered.tsv.gz	820bf7ead141eac8aaaf3bb7228ddb4c51f9014aec35ed270d54c6877133c71b	sha256	1101904	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.993132441136417	estimated_from_source_maf	sd	total	analysis_level	8279	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
173	GCST90199794	GCST90199794	1-oleoyl-GPE (18:1) levels	1-oleoyl-GPE (18:1) levels	1-oleoyl-GPE (18:1) measurement	EFO:0800246	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199794_GCST90199794.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199794/harmonised/GCST90199794.h.tsv.gz		GCST90199794_GCST90199794.filtered.tsv.gz	d74fd40a48ed8bc1020adfe4be2c91dcef2ec6aaa20e55255323bf0134aa4149	sha256	1105138	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.991385143641434	estimated_from_source_maf	sd	total	analysis_level	8283	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
