analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
ukb-b-20190	ukb-b-20190	Diagnoses - main ICD10: L98.9 Disorder of skin and subcutaneous tissue, unspecified	Diagnoses - main ICD10: L98.9 Disorder of skin and subcutaneous tissue, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20190.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3223	459787		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20193	ukb-b-20193	PCT where patients GP was registered: CENTRAL CHESHIRE PCT	PCT where patients GP was registered: CENTRAL CHESHIRE PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20193.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1314	461696		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20196	ukb-b-20196	PCT where patients GP was registered: WESTMINSTER PCT	PCT where patients GP was registered: WESTMINSTER PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20196.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1022	461988		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2020	ukb-b-2020	Thickness of butter/margarine spread on baguettes: thin	Thickness of butter/margarine spread on baguettes: thin			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-2020.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	64949	1415	63534		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20208	ukb-b-20208	Diagnoses - main ICD10: J45.9 Asthma, unspecified	Diagnoses - main ICD10: J45.9 Asthma, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20208.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1877	461133		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20211	ukb-b-20211	Illnesses of father: Diabetes	Illnesses of father: Diabetes			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20211.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	400687	38850	361837		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20213	ukb-b-20213	Non-cancer illness code, self-reported: measles / morbillivirus	Non-cancer illness code, self-reported: measles / morbillivirus			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20213.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1530	461403		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20214	ukb-b-20214	Attendance/disability/mobility allowance: Disability living allowance	Attendance/disability/mobility allowance: Disability living allowance			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20214.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	459354	20426	438928		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20216	ukb-b-20216	PCT where patients GP was registered: SOUTH LIVERPOOL PCT	PCT where patients GP was registered: SOUTH LIVERPOOL PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20216.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1264	461746		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20218	ukb-b-20218	Operative procedures - secondary OPCS: Z50.3 Skin of finger	Operative procedures - secondary OPCS: Z50.3 Skin of finger			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20218.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3220	459790		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20233	ukb-b-20233	Diagnoses - secondary ICD10: M19.99 Arthrosis, unspecified (Site unspecified)	Diagnoses - secondary ICD10: M19.99 Arthrosis, unspecified (Site unspecified)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20233.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2905	460105		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20239	ukb-b-20239	Operative procedures - secondary OPCS: W90.3 Injection of therapeutic substance into joint	Operative procedures - secondary OPCS: W90.3 Injection of therapeutic substance into joint			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20239.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2027	460983		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2024	ukb-b-2024	Single crust pastry intake	Single crust pastry intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-2024.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20261	ukb-b-20261	Ever smoked	Ever smoked			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20261.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461066	280508	180558		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20278	ukb-b-20278	Operative procedures - main OPCS: B27.4 Total mastectomy NEC	Operative procedures - main OPCS: B27.4 Total mastectomy NEC			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20278.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2371	460639		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20289	ukb-b-20289	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20289.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	3545	459388		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2029	ukb-b-2029	Treatment/medication code: finasteride	Treatment/medication code: finasteride			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-2029.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1586	461347		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20292	ukb-b-20292	Taking other prescription medications	Taking other prescription medications			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20292.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461332	216598	244734		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20296	ukb-b-20296	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20296.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462013	53257	408756		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-203	ukb-b-203	Diagnoses - main ICD10: Z12.1 Special screening examination for neoplasm of intestinal tract	Diagnoses - main ICD10: Z12.1 Special screening examination for neoplasm of intestinal tract			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-203.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3103	459907		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20300	ukb-b-20300	Treatment speciality of consultant (recoded): Cardiology	Treatment speciality of consultant (recoded): Cardiology			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20300.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	445693	27510	418183		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20307	ukb-b-20307	PCT where patients GP was registered: TRAFFORD PCT	PCT where patients GP was registered: TRAFFORD PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20307.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2833	460177		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20321	ukb-b-20321	Average monthly beer plus cider intake	Average monthly beer plus cider intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20321.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	34243				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20332	ukb-b-20332	Operation code: inguinal hernia repair	Operation code: inguinal hernia repair			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20332.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	6660	456273		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20341	ukb-b-20341	Butternut squash intake	Butternut squash intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20341.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64943				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20349	ukb-b-20349	Non-cancer illness code, self-reported: bladder problem (not cancer)	Non-cancer illness code, self-reported: bladder problem (not cancer)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20349.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	2790	460143		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2035	ukb-b-2035	Scotch pancake intake	Scotch pancake intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-2035.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20359	ukb-b-20359	Operative procedures - main OPCS: B28.5 Wire guided partial excision of breast	Operative procedures - main OPCS: B28.5 Wire guided partial excision of breast			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20359.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1115	461895		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20379	ukb-b-20379	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: None of the above	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: None of the above			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20379.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	249710	172332	77378		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20382	ukb-b-20382	PCT responsible for patient data: DERBYSHIRE COUNTY PCT	PCT responsible for patient data: DERBYSHIRE COUNTY PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20382.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	5288	457722		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20386	ukb-b-20386	Diagnoses - main ICD10: R07.2 Precordial pain	Diagnoses - main ICD10: R07.2 Precordial pain			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20386.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2140	460870		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20405	ukb-b-20405	PCT where patients GP was registered: WARRINGTON PCT	PCT where patients GP was registered: WARRINGTON PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20405.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1614	461396		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20410	ukb-b-20410	Interpolated Age of participant when cancer first diagnosed	Interpolated Age of participant when cancer first diagnosed			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20410.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	39107				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20414	ukb-b-20414	Diagnoses - secondary ICD10: M17.9 Gonarthrosis, unspecified	Diagnoses - secondary ICD10: M17.9 Gonarthrosis, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20414.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	4233	458777		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20415	ukb-b-20415	Treatment/medication code: selenium product	Treatment/medication code: selenium product			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20415.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1414	461519		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20421	ukb-b-20421	Operative procedures - secondary OPCS: H44.4 Examination of rectum under anaesthetic	Operative procedures - secondary OPCS: H44.4 Examination of rectum under anaesthetic			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20421.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1035	461975		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20423	ukb-b-20423	Types of spreads/sauces consumed: Peanut butter	Types of spreads/sauces consumed: Peanut butter			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20423.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	64949	1402	63547		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20424	ukb-b-20424	Diagnoses - secondary ICD10: Z90.7 Acquired absence of genital organ(s)	Diagnoses - secondary ICD10: Z90.7 Acquired absence of genital organ(s)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20424.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3446	459564		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20432	ukb-b-20432	Hands-free device/speakerphone use with mobile phone in last 3 month	Hands-free device/speakerphone use with mobile phone in last 3 month			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20432.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	388531				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20435	ukb-b-20435	Operative procedures - secondary OPCS: S57.1 Debridement of skin NEC	Operative procedures - secondary OPCS: S57.1 Debridement of skin NEC			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20435.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1454	461556		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20437	ukb-b-20437	Current employment status: Full or part-time student	Current employment status: Full or part-time student			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20437.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461242	3755	457487		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20447	ukb-b-20447	Iron	Iron			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20447.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64979				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20450	ukb-b-20450	Operative procedures - secondary OPCS: Z50.4 Skin of leg NEC	Operative procedures - secondary OPCS: Z50.4 Skin of leg NEC			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20450.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	5335	457675		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20455	ukb-b-20455	Distance between home and job workplace	Distance between home and job workplace			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20455.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	221909				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20464	ukb-b-20464	Doctor diagnosed COPD (chronic obstructive pulmonary disease)	Doctor diagnosed COPD (chronic obstructive pulmonary disease)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20464.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	112583	1658	110925		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2047	ukb-b-2047	Age started smoking in former smokers	Age started smoking in former smokers			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-2047.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	114449				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20477	ukb-b-20477	Diagnoses - secondary ICD10: Z96.6 Presence of orthopaedic joint implants	Diagnoses - secondary ICD10: Z96.6 Presence of orthopaedic joint implants			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20477.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	5687	457323		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20480	ukb-b-20480	Treatment/medication code: ranitidine	Treatment/medication code: ranitidine			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20480.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	7680	455253		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20486	ukb-b-20486	6mm asymmetry index (right)	6mm asymmetry index (right)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20486.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	52647				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20498	ukb-b-20498	Number of incorrect matches in round	Number of incorrect matches in round			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20498.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	462302				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
