analysis_index	analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_url	source_bundle_id	downloaded_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	first_author	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
995	GCST90012190	GCST90012190	Saturated fatty acid levels (stearic acid C18:0)	Saturated fatty acid levels (stearic acid C18:0)	fatty acid amount	OBA:VT0010046	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012190/harmonised/32915819-GCST90012190-EFO_0005110.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012190/harmonised/32915819-GCST90012190-EFO_0005110.h.tsv.gz		32915819-GCST90012190-EFO_0005110.h.tsv.gz	b6cc43b70ca36d2e9b3a47747cba52b029831f8c6caca53025cb742839b8cd25	sha256	12688682	GRCh38	EBI GWAS Catalog terms of use		32915819		Zhou J	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	2776				excluded: ancestry_unassigned: gate_reason=overlap	true
996	GCST90012191	GCST90012191	Polyunsaturated omega-3 fatty acid levels (DHA C22:6n3)	Polyunsaturated omega-3 fatty acid levels (DHA C22:6n3)	omega-3 polyunsaturated fatty acid measurement	http://www.ebi.ac.uk/efo/EFO_0010119	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012191/harmonised/32915819-GCST90012191-EFO_0010119.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012191/harmonised/32915819-GCST90012191-EFO_0010119.h.tsv.gz		32915819-GCST90012191-EFO_0010119.h.tsv.gz	9e044c58ee62d102e5d71a6a9888cb6127adcea8874674eafb092df83ef35565	sha256	12688355	GRCh38	EBI GWAS Catalog terms of use		32915819		Zhou J	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	2776				excluded: ancestry_unassigned: gate_reason=overlap	true
997	GCST90012192	GCST90012192	Saturated fatty acid levels (myristic acid C14:0)	Saturated fatty acid levels (myristic acid C14:0)	fatty acid amount	OBA:VT0010046	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012192/harmonised/32915819-GCST90012192-EFO_0005110.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012192/harmonised/32915819-GCST90012192-EFO_0005110.h.tsv.gz		32915819-GCST90012192-EFO_0005110.h.tsv.gz	d64f40bbac92a7271fd15233d066a008e9ca8e03486e2dd4e1a32b32adfb069d	sha256	12802220	GRCh38	EBI GWAS Catalog terms of use		32915819		Zhou J	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	2776				excluded: ancestry_unassigned: gate_reason=overlap	true
998	GCST90012193	GCST90012193	Exogenous monosaturated fatty acid levels (trans-palmitoleic acid C16:1n7t)	Exogenous monosaturated fatty acid levels (trans-palmitoleic acid C16:1n7t)	fatty acid amount	OBA:VT0010046	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012193/harmonised/32915819-GCST90012193-EFO_0005110.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012193/harmonised/32915819-GCST90012193-EFO_0005110.h.tsv.gz		32915819-GCST90012193-EFO_0005110.h.tsv.gz	b012013584ddc5cc994881195acdf89a32b206953a6258456e811b376053b1d9	sha256	12744722	GRCh38	EBI GWAS Catalog terms of use		32915819		Zhou J	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	2776				excluded: ancestry_unassigned: gate_reason=overlap	true
999	GCST90012194	GCST90012194	Monounsaturated omega-9 fatty acid levels (oleic acid C18:1n9)	Monounsaturated omega-9 fatty acid levels (oleic acid C18:1n9)	fatty acid amount	OBA:VT0010046	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012194/harmonised/32915819-GCST90012194-EFO_0005110.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012194/harmonised/32915819-GCST90012194-EFO_0005110.h.tsv.gz		32915819-GCST90012194-EFO_0005110.h.tsv.gz	05e479972a5daa8e8feefa29deb2fdac56522b21c81b4c5fc97f075d8044a104	sha256	12780528	GRCh38	EBI GWAS Catalog terms of use		32915819		Zhou J	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	2776				excluded: ancestry_unassigned: gate_reason=overlap	true
1000	GCST90012195	GCST90012195	Trans-fatty acid levels (9-trans 12-trans octadecanoic acid, linolelaidic acid C18:2n6tt)	Trans-fatty acid levels (9-trans 12-trans octadecanoic acid, linolelaidic acid C18:2n6tt)	trans fatty acid measurement	http://www.ebi.ac.uk/efo/EFO_0006821	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012195/harmonised/32915819-GCST90012195-EFO_0006821.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012195/harmonised/32915819-GCST90012195-EFO_0006821.h.tsv.gz		32915819-GCST90012195-EFO_0006821.h.tsv.gz	003f532d3b897c207312247496a56a62bb0b4dac30b52ed27c9d2149d8a17311	sha256	12738950	GRCh38	EBI GWAS Catalog terms of use		32915819		Zhou J	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	2776				excluded: ancestry_unassigned: gate_reason=overlap	true
1001	GCST90012196	GCST90012196	Trans-fatty acid levels (9-cis 12-trans octadecanoic acid C18:2n6ct)	Trans-fatty acid levels (9-cis 12-trans octadecanoic acid C18:2n6ct)	trans fatty acid measurement	http://www.ebi.ac.uk/efo/EFO_0006821	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012196/harmonised/32915819-GCST90012196-EFO_0006821.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012196/harmonised/32915819-GCST90012196-EFO_0006821.h.tsv.gz		32915819-GCST90012196-EFO_0006821.h.tsv.gz	78aea760c26d08a60d946ee7115121aa976c46944e026d82ebfcb9b3bbed249c	sha256	12944076	GRCh38	EBI GWAS Catalog terms of use		32915819		Zhou J	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	2776				excluded: ancestry_unassigned: gate_reason=overlap	true
1002	GCST90012197	GCST90012197	Trans-fatty acid levels (9-trans 12-cis octadecanoic acid C18:2n6tc)	Trans-fatty acid levels (9-trans 12-cis octadecanoic acid C18:2n6tc)	trans fatty acid measurement	http://www.ebi.ac.uk/efo/EFO_0006821	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012197/harmonised/32915819-GCST90012197-EFO_0006821.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012197/harmonised/32915819-GCST90012197-EFO_0006821.h.tsv.gz		32915819-GCST90012197-EFO_0006821.h.tsv.gz	203653bc11d0288f378201d30e024d1b5061f43ffd3d6625a9374c33362642a2	sha256	12898103	GRCh38	EBI GWAS Catalog terms of use		32915819		Zhou J	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	2776				excluded: ancestry_unassigned: gate_reason=overlap	true
1003	GCST90012198	GCST90012198	Polyunsaturated omega-6 fatty acid levels (linoleic acid C18:2n6)	Polyunsaturated omega-6 fatty acid levels (linoleic acid C18:2n6)	omega-6 polyunsaturated fatty acid measurement	http://www.ebi.ac.uk/efo/EFO_0005680	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012198/harmonised/32915819-GCST90012198-EFO_0005680.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012198/harmonised/32915819-GCST90012198-EFO_0005680.h.tsv.gz		32915819-GCST90012198-EFO_0005680.h.tsv.gz	789fb91598f0cbf215f80da82f3f00b667fb2a9efc4e4038ed941e4caad8a0c5	sha256	12705096	GRCh38	EBI GWAS Catalog terms of use		32915819		Zhou J	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	2776				excluded: ancestry_unassigned: gate_reason=overlap	true
1004	GCST90012199	GCST90012199	Polyunsaturated omega-3 fatty acid levels (linolenic acid C18:3n3)	Polyunsaturated omega-3 fatty acid levels (linolenic acid C18:3n3)	omega-3 polyunsaturated fatty acid measurement	http://www.ebi.ac.uk/efo/EFO_0010119	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012199/harmonised/32915819-GCST90012199-EFO_0010119.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012199/harmonised/32915819-GCST90012199-EFO_0010119.h.tsv.gz		32915819-GCST90012199-EFO_0010119.h.tsv.gz	17b78193afd6f5217fdc218cba44d281ad00b72c96a5ea111925b58cb1577c8e	sha256	12836481	GRCh38	EBI GWAS Catalog terms of use		32915819		Zhou J	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	2776				excluded: ancestry_unassigned: gate_reason=overlap	true
1005	GCST90012200	GCST90012200	Polyunsaturated omega-6 fatty acid levels (Arachidonic acid C20:4n6)	Polyunsaturated omega-6 fatty acid levels (Arachidonic acid C20:4n6)	omega-6 polyunsaturated fatty acid measurement	http://www.ebi.ac.uk/efo/EFO_0005680	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012200/harmonised/32915819-GCST90012200-EFO_0005680.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012200/harmonised/32915819-GCST90012200-EFO_0005680.h.tsv.gz		32915819-GCST90012200-EFO_0005680.h.tsv.gz	3ec5be4ed590c63d1ad84126fe78030eab858f38037ce537230dba8da4597385	sha256	12723476	GRCh38	EBI GWAS Catalog terms of use		32915819		Zhou J	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	2776				excluded: ancestry_unassigned: gate_reason=overlap	true
1006	GCST90012201	GCST90012201	Polyunsaturated omega-6 fatty acid levels (dihomo-g-linolenic acid C20:3n6)	Polyunsaturated omega-6 fatty acid levels (dihomo-g-linolenic acid C20:3n6)	omega-6 polyunsaturated fatty acid measurement	http://www.ebi.ac.uk/efo/EFO_0005680	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012201/harmonised/32915819-GCST90012201-EFO_0005680.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012201/harmonised/32915819-GCST90012201-EFO_0005680.h.tsv.gz		32915819-GCST90012201-EFO_0005680.h.tsv.gz	ae8e6624f0af6cee62f470253a136d996d978de959b9c745393e7527084e5bc4	sha256	12839819	GRCh38	EBI GWAS Catalog terms of use		32915819		Zhou J	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	2776				excluded: ancestry_unassigned: gate_reason=overlap	true
1007	GCST90012202	GCST90012202	Polyunsaturated omega-3 fatty acid levels (EPA C20:5n3)	Polyunsaturated omega-3 fatty acid levels (EPA C20:5n3)	omega-3 polyunsaturated fatty acid measurement	http://www.ebi.ac.uk/efo/EFO_0010119	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012202/harmonised/32915819-GCST90012202-EFO_0010119.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012202/harmonised/32915819-GCST90012202-EFO_0010119.h.tsv.gz		32915819-GCST90012202-EFO_0010119.h.tsv.gz	3f2ceea32cc14973f9cf4f8ea69abc7d92fa1a765e1b495552009784363fabf5	sha256	12849613	GRCh38	EBI GWAS Catalog terms of use		32915819		Zhou J	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	2776				excluded: ancestry_unassigned: gate_reason=overlap	true
1008	GCST90012790	GCST90012790	Percentage of invited food questionnaires completed	Percentage of invited food questionnaires completed	health study participation	http://www.ebi.ac.uk/efo/EFO_0010130	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012790/harmonised/33563987-GCST90012790-EFO_0010130.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012790/harmonised/33563987-GCST90012790-EFO_0010130.h.tsv.gz		33563987-GCST90012790-EFO_0010130.h.tsv.gz	ed3ed5ccda0824ddc3ed70e40fb98bb77a3aaf3e4fb1b0fbdf2c68c97c91f29d	sha256	644962906	GRCh38	EBI GWAS Catalog terms of use		33563987		Tyrrell J	European	EUR	af_assigned	sd	35.0678	estimated_from_source_maf	sd	total	analysis_level	300639				selected_ready_source	
1009	GCST90012791	GCST90012791	Acceptance of an invitation to wear a physical activity monitor	Acceptance of an invitation to wear a physical activity monitor	health study participation	http://www.ebi.ac.uk/efo/EFO_0010130	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012791/harmonised/33563987-GCST90012791-EFO_0010130.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012791/harmonised/33563987-GCST90012791-EFO_0010130.h.tsv.gz		33563987-GCST90012791-EFO_0010130.h.tsv.gz	9459b6a6d253bc33f646e6cbcc7195f0c2ca86182f7b48ec94acf159de5a4d18	sha256	651353431	GRCh38	EBI GWAS Catalog terms of use		33563987		Tyrrell J	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	215127	96035	119092		selected_ready_source	
1010	GCST90012792	GCST90012792	Acceptance of an invitation to participate in a mental health questionnaire	Acceptance of an invitation to participate in a mental health questionnaire	health study participation	http://www.ebi.ac.uk/efo/EFO_0010130	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012792/harmonised/33563987-GCST90012792-EFO_0010130.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012792/harmonised/33563987-GCST90012792-EFO_0010130.h.tsv.gz		33563987-GCST90012792-EFO_0010130.h.tsv.gz	cd38568849ad41827262c1865be6423dd80aefc0c25898d5deeab1f5ed453fde	sha256	651245878	GRCh38	EBI GWAS Catalog terms of use		33563987		Tyrrell J	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	294787	146074	148713		selected_ready_source	
1011	GCST90012793	GCST90012793	Completion of the aide-memoire	Completion of the aide-memoire	health study participation	http://www.ebi.ac.uk/efo/EFO_0010130	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012793/harmonised/33563987-GCST90012793-EFO_0010130.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012793/harmonised/33563987-GCST90012793-EFO_0010130.h.tsv.gz		33563987-GCST90012793-EFO_0010130.h.tsv.gz	51d5afb14d35778316513bd3d9b627266055880b94fd4a481dd7582f9dde68bf	sha256	652558986	GRCh38	EBI GWAS Catalog terms of use		33563987		Tyrrell J	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	451036	361501	89535		selected_ready_source	
1012	GCST90012794	GCST90012794	Participation in an health questionnaire (not invited vs invited)	Participation in an health questionnaire (not invited vs invited)	health study participation	http://www.ebi.ac.uk/efo/EFO_0010130	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012794/harmonised/33563987-GCST90012794-EFO_0010130.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012794/harmonised/33563987-GCST90012794-EFO_0010130.h.tsv.gz		33563987-GCST90012794-EFO_0010130.h.tsv.gz	b90ec7d0901fc2de920d76d84d860daac70e968ec4aa02a6c3fee61e495f5128	sha256	652098721	GRCh38	EBI GWAS Catalog terms of use		33563987		Tyrrell J	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	451097	336633	114464		selected_ready_source	
1013	GCST90012857	GCST90012857	Falling risk	Falling risk	Postural instability	HP:0002172	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012857/harmonised/32999390-GCST90012857-HP_0002172.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012857/harmonised/32999390-GCST90012857-HP_0002172.h.tsv.gz		32999390-GCST90012857-HP_0002172.h.tsv.gz	6e8e4e369e700c776e08aba3f3224630a72665f4db59c6dda94607c112ef9d3f	sha256	308254521	GRCh38	EBI GWAS Catalog terms of use		32999390		Trajanoska K	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	451179	89076	362103		selected_ready_source	
1014	GCST90012877	GCST90012877	Alzheimer's disease or family history of Alzheimer's disease	Alzheimer's disease or family history of Alzheimer's disease	Alzheimer disease, family history of Alzheimer’s disease	MONDO:0004975, http://www.ebi.ac.uk/efo/EFO_0009268	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012877/harmonised/33589840-GCST90012877-EFO_0000249.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012877/harmonised/33589840-GCST90012877-EFO_0000249.h.tsv.gz		33589840-GCST90012877-EFO_0000249.h.tsv.gz	2866ce4ef04df4da12d3ea907670afaa611aa653b4104e7bc1c5242e8eb1db19	sha256	605276202	GRCh38	EBI GWAS Catalog terms of use		33589840		Schwartzentruber J	European	EUR	af_assigned	sd	4.62919	estimated_from_source_maf	sd	total	analysis_level	472868				selected_ready_source	
1015	GCST90012878	GCST90012878	Family history of Alzheimer's disease	Family history of Alzheimer's disease	family history of Alzheimer’s disease	http://www.ebi.ac.uk/efo/EFO_0009268	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012878/harmonised/33589840-GCST90012878-EFO_0009268.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012878/harmonised/33589840-GCST90012878-EFO_0009268.h.tsv.gz		33589840-GCST90012878-EFO_0009268.h.tsv.gz	6a8b6d33cddc1710416815d7b941f90a0f73b10ff7f357a1d4240a00cb725c0f	sha256	1114194485	GRCh38	EBI GWAS Catalog terms of use		33589840		Schwartzentruber J	European	EUR	af_assigned	sd	0.359242	estimated_from_source_maf	sd	total	analysis_level	408942				selected_ready_source	
1016	GCST90013302	GCST90013302	Dry skin (generalised)	Dry skin (generalised)	Dry skin	HP:0000958	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90013001-GCST90014000/GCST90013302/harmonised/GCST90013302.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013302/harmonised/GCST90013302.h.tsv.gz		GCST90013302.h.tsv.gz	ce311de78873edcaea5633e3694066010ea40f7c7fe9364891b1252c057f90f9	sha256	309079102	GRCh38	EBI GWAS Catalog terms of use		33640410		Mekic S	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	2380	530	1850		selected_ready_source	
1017	GCST90013405	GCST90013405	Liver enzyme levels (alanine transaminase)	Liver enzyme levels (alanine transaminase)	serum alanine aminotransferase amount	OBA:2050062	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90013001-GCST90014000/GCST90013405/harmonised/33972514-GCST90013405-EFO_0004735.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013405/harmonised/33972514-GCST90013405-EFO_0004735.h.tsv.gz		33972514-GCST90013405-EFO_0004735.h.tsv.gz	e2ab90a2c9a957d4887397a6e9ab8df27846ddb83dc7b00ff5d7bce3e4528743	sha256	768269698	GRCh38	EBI GWAS Catalog terms of use		33972514		Pazoki R	European	EUR	af_assigned	sd	0.184397	estimated_from_source_maf	sd	total	analysis_level	437267				selected_ready_source	
1018	GCST90013406	GCST90013406	Liver enzyme levels (alkaline phosphatase)	Liver enzyme levels (alkaline phosphatase)	alkaline phosphatase measurement	http://www.ebi.ac.uk/efo/EFO_0004533	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90013001-GCST90014000/GCST90013406/harmonised/GCST90013406.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013406/harmonised/GCST90013406.h.tsv.gz		GCST90013406.h.tsv.gz	1ef227cf9d4910a60fc62b34f1cfb830f6db8b217e86d29ebd9b630a0ee125a6	sha256	431266262	GRCh38	EBI GWAS Catalog terms of use		33972514		Pazoki R	European	EUR	af_assigned	sd	0.109769	estimated_from_source_maf	sd	total	analysis_level	437438				selected_ready_source	
1019	GCST90013407	GCST90013407	Liver enzyme levels (gamma-glutamyl transferase)	Liver enzyme levels (gamma-glutamyl transferase)	serum gamma-glutamyl transferase measurement	http://www.ebi.ac.uk/efo/EFO_0004532	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90013001-GCST90014000/GCST90013407/harmonised/GCST90013407.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013407/harmonised/GCST90013407.h.tsv.gz		GCST90013407.h.tsv.gz	a436844cc98aaf4f81ecf3f0b2c7eefb40e391f467aaf1f6ffbe76397dcef17a	sha256	428986638	GRCh38	EBI GWAS Catalog terms of use		33972514		Pazoki R	European	EUR	af_assigned	sd	0.243896	estimated_from_source_maf	sd	total	analysis_level	437194				selected_ready_source	
